timestamp,expname,tf,maxlen,batch_size,accum,param_count_total,param_count_trainable,gpu,epoch0_baseline_alloc_mib,epoch0_baseline_reserved_mib,epoch0_peak_alloc_mib,epoch0_peak_reserved_mib,step_peak_alloc_mib_list,step_peak_reserved_mib_list
2026-01-20 06:41:11,gpu_ram,sentence-transformers/msmarco-distilbert-base-v4,128,512,1,76429056,76429056,NVIDIA GeForce RTX 4090,292.64,312.00,20886.17,21762.00,20582.79,20994.00
