timestamp,expname,tf,maxlen,batch_size,accum,param_count_total,param_count_trainable,gpu,epoch0_baseline_alloc_mib,epoch0_baseline_reserved_mib,epoch0_peak_alloc_mib,epoch0_peak_reserved_mib,step_peak_alloc_mib_list,step_peak_reserved_mib_list
2026-01-14 18:01:57,gpu_ram,sentence-transformers/msmarco-distilbert-base-v4,32,512,1,76429056,76429056,NVIDIA GeForce RTX 4090,319.64,358.00,3819.05,4028.00,3448.08,3522.00
