timestamp,expname,tf,maxlen,batch_size,accum,param_count_total,param_count_trainable,gpu,epoch0_baseline_alloc_mib,epoch0_baseline_reserved_mib,epoch0_peak_alloc_mib,epoch0_peak_reserved_mib,step_peak_alloc_mib_list,step_peak_reserved_mib_list
2025-12-26 04:25:55,gpu_ram,sentence-transformers/all-roberta-large-v1,32,256,1,1040483328,1040483328,NVIDIA GeForce RTX 4090,4624.98,4644.00,20508.90,20736.00,17797.60,18116.00
