timestamp,expname,tf,maxlen,batch_size,accum,param_count_total,param_count_trainable,gpu,epoch0_baseline_alloc_mib,epoch0_baseline_reserved_mib,epoch0_peak_alloc_mib,epoch0_peak_reserved_mib,step_peak_alloc_mib_list,step_peak_reserved_mib_list
2025-12-31 03:48:56,gpu_ram,sentence-transformers/all-roberta-large-v1,512,256,1,354313216,354313216,NVIDIA GeForce RTX 4090,1352.61,1370.00,6406.81,6680.00,6406.81,6680.00
