model,0.1,0.3,0.5,0.7,0.9
Amazon-131K/distilbert/512/128,21.251953,21.533203,21.90625,22.208984,22.361328
AmazonTitles-131K/distilbert/512/32,5.972656,6.853516,6.898438,7.503906,7.917969
AmazonTitles-670K/roberta-large/256/32,17.824219,19.669922,21.740234,,
